學校類型,設立別,學校,科系,校系,學類所屬學群編號,學類所屬學群名稱,學群編號編碼,大考中心學類編號,學類編碼,學類編號編碼,學校代碼,學校名稱,科系代碼,科系名稱,校系代碼,校系名稱,學生數,教師數,上學年度畢業生數,縣市名稱,體系別,師生比,一年級人數,二年級人數,三年級人數,四年級人數,大四以上年級人數,延畢人數,人數下滑率,延畢率,教師總數,專任助理教授以上之比例,專任講師以上之比例,專任助理教授以上總人數,專任講師以上總人數,正副教授比較助理教授及講師講課時數之倍數,專任教授平均每週授課時數,專任副教授平均每週授課時數,專任助理教授平均每週授課時數,專任講師平均每週授課時數,專任其他教師平均每週授課時數,畢業總學分數,專業學分比,通識/共同學分比,畢業專業學分數,畢業通識/共同學分數,畢業實習學分數,畢業其他畢業學分數,大學生興趣碼,大學生興趣碼R,大學生興趣碼I,大學生興趣碼A,大學生興趣碼S,大學生興趣碼E,大學生興趣碼C,職業Holland碼前二碼,職業興趣碼R,職業興趣碼I,職業興趣碼A,職業興趣碼S,職業興趣碼E,職業興趣碼C,命中率,職業Holland碼首碼,首碼職業關聯百分比,前二碼職業關聯百分比,辦理休學率,總休學率,因學業成績與志趣不合總休學率,休學人數整理2_在學學生數,學期內新辦理休學人數小計,因學業成績學期內新辦理休學人數,因志趣不合學期內新辦理休學人數,至學期底總休學人數小計,因學業成績至學期底總休學人數,因志趣不合至學期底總休學人數,退學率,因成績/志趣與逾期退學率,因志趣不合退學率,退學人數整理2_在學學生數,退學人數小計,因學業成績退學人數,因志趣不合退學人數,因逾期未註冊退學人數,因休學逾期未復學退學人數,教育部學類,三年後就業薪資_99學年日間碩士,三年後就業薪資_99學年在職碩士,三年後就業薪資 _99學年日間學士,99學年三年後就業薪資_進修學士,三年後就業薪資_99學年日間專科,三年後就業薪資_99學年進修專科,四年後就業薪資_99學年日間碩士,四年後就業薪資_99學年在職碩士,四年後就業薪資_99學年日間學士,四年後就業薪資_99學年進修學士,四年後就業薪資_99學年日間專科,四年後就業薪資_99學年進修專科,三年後就業薪資_100學年日間碩士,三年後就業薪資_100學年在職碩士,三年後就業薪資_100學年日間學士,三年後就業薪資_100學年進修學士,三年後就業薪資_100學年日間專科,三年後就業薪資_100學年進修專科,三年後就業率_99學年日間碩士,三年後就業率_99學年在職碩士,三年後就業率_99學年日間學士,三年後就業率_99學年進修學士,三年後就業率_99學年日間專科,三年後就業率_99學年進修專科,四年後就業率_99學年日間碩士,四年後就業率_99學年在職碩士,四年後就業率_99學年日間學士,四年後就業率_99學年進修學士,四年後就業率_99學年日間專科,四年後就業率_99學年進修專科,三年後就業率_100學年日間碩士,三年後就業率_100學年在職碩士,三年後就業率_100學年日間學士,三年後就業率_100學年進修學士,三年後就業率_100學年日間專科,三年後就業率_100學年進修專科,隔屆就業率成長幅度,隔屆就業薪資變化,隔年就業率成長幅度,隔年就業薪資變化
一般,公立,國立彰化師範大學,公共事務與公民教育學系,國立彰化師範大學公共事務與公民教育學系,14,教育學群,14教育學群,96,社會科教育學類,96社會科教育學類,15,國立彰化師範大學,1131006,公共事務與公民教育學系,1501131006,國立彰化師範大學公共事務與公民教育學系,158,9,35,07 彰化縣,師範,0.057,65,66,47,41,10,1,-0.133384582,0.006329114,9,1,1,9,9,2.099343955,11,10.4,9.67,0,0,128,0.78125,0.21875,100,28,0,0,,0,0,0,0,0,0,SI,0,1,0,1,0,0,4,S,0.89,0.44,0.083983452,0.191548463,0,274,22,0,0,47,0,0,0.041401274,0.035031847,0.012738854,314,13,1,4,3,3,普通科目教育學類,59134,79359,34327,,,,61750,80424,37930,,,,64152,78445,37278,,,,0.9353,0.9917,0.8549,,,,0.9607,0.9861,0.9028,,,,0.9254,0.984,0.8658,,,,0.0022,2351.67,0.0226,2428
一般,公立,國立彰化師範大學,化學系,國立彰化師範大學化學系,3,數理化學群,3數理化學群,16,化學學類,16化學學類,15,國立彰化師範大學,5311035,化學系,1505311035,國立彰化師範大學化學系,238,13,56,07 彰化縣,師範,0.0546,63,59,56,52,0,8,-0.061922698,0.033613445,13,0.923076923,1,12,13,0.86,8.78,10,9,13,0,128,0.78125,0.21875,100,28,0,0,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.44,0.44,0.027310924,0.044117647,0.018907563,476,13,3,3,21,3,6,0.054744526,0.054744526,0.018248175,274,15,1,5,3,6,化學學類,52891,52510,33991,30158,,,63253,54688,38295,33707,,,56995,74990,34438,33117,,,0.9605,1,0.8312,0.7647,,,0.9721,1,0.8528,0.7647,,,0.9652,0.9259,0.8212,0.8947,,,-0.0127,7497.5,0.0083,5098
一般,公立,國立彰化師範大學,生物學系,國立彰化師範大學生物學系,5,生命科學學群,5生命科學學群,35,生命科學學類,35生命科學學類,15,國立彰化師範大學,5111034,生物學系,1505111034,國立彰化師範大學生物學系,225,16,64,07 彰化縣,師範,0.0711,65,60,48,46,1,6,-0.106196581,0.026666667,16,1,1,16,16,2.2,9.14,9.11,7.75,0,0,128,0.78125,0.21875,100,28,0,0,IR,1,1,0,0,0,0,"RI,IR",1,1,0,0,0,0,6,"I,R",0.33,0.33,0.028571429,0.089285714,0.021428571,280,8,0,1,25,0,6,0.053097345,0.048672566,0.022123894,226,12,1,5,0,5,生物學類,43082,69141,30943,,,,46489,72018,34384,,,,41235,97210,32106,,,,0.9107,1,0.7207,,,,0.9063,1,0.797,,,,0.9067,1,0.6571,,,,0.0225,9128.33,0.024,3242
一般,公立,國立彰化師範大學,企業管理學系,國立彰化師範大學企業管理學系,16,管理學群,16管理學群,102,企業管理學類,102企業管理學類,15,國立彰化師範大學,4131029,企業管理學系,1504131029,國立彰化師範大學企業管理學系,277,12,84,07 彰化縣,師範,0.0433,126,126,57,56,8,10,-0.188387636,0.036101083,12,1,1,12,12,1.575,8.9,9,11,0,0,128,0.78125,0.21875,100,28,0,0,ECS,0,0,0,1,1,1,EC,0,0,0,0,1,1,5,E,0.71,0.54,0.015625,0.048177083,0.005208333,768,12,0,2,37,0,4,0.037878788,0.03030303,0.003787879,264,10,0,1,2,5,企業管理學類,47960,99045,29887,35199,24762,33925,52793,105597,32632,37663,27331,38150,48024,96539,30451,37259,28641,31935,0.9263,0.9546,0.875,0.9019,0.5993,0.8782,0.9376,0.9485,0.8969,0.9006,0.75,0.9054,0.9222,0.9583,0.8843,0.8802,0.705,0.8591,-0.0123,345.17,0.034,3898
一般,公立,國立彰化師範大學,地理學系,國立彰化師範大學地理學系,7,地球與環境學群,7地球與環境學群,49,地理學類,49地理學類,15,國立彰化師範大學,3142027,地理學系,1503142027,國立彰化師範大學地理學系,204,12,43,07 彰化縣,師範,0.0588,114,98,118,86,12,16,-0.069151895,0.078431373,12,1,1,12,12,1.625,7,8.25,9,0,0,128,0.78125,0.21875,100,28,0,0,SCR,1,0,0,1,0,1,IR,1,1,0,0,0,0,3,I,0.44,0.33,0.0225,0.07,0.01,400,9,0,2,28,0,4,0.05,0.033333333,0.008333333,120,6,0,1,1,1,地理學類,58344,69290,38614,,,,61741,72147,43179,,,,49492,78227,38897,,,,0.9167,1,0.8062,,,,0.8833,1,0.9077,,,,0.9571,1,0.8387,,,,-0.0243,122.67,0.0227,3606
一般,公立,國立彰化師範大學,物理學系,國立彰化師範大學物理學系,3,數理化學群,3數理化學群,17,物理學類,17物理學類,15,國立彰化師範大學,5331037,物理學系,1505331037,國立彰化師範大學物理學系,360,20,74,07 彰化縣,師範,0.0556,87,94,87,68,4,20,-0.070799707,0.055555556,20,1,1,20,20,1.814,8.14,9,9,0,0,128,0.78125,0.21875,100,28,0,0,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.77,0.69,0.027548209,0.053719008,0.006887052,726,20,1,1,39,2,3,0.021374046,0.019847328,0.003053435,655,14,6,2,1,4,物理學類,57053,79256,32837,,,,70060,83133,38149,,,,60185,73918,36818,,,,0.9362,1,0.7674,,,,0.9525,1,0.8006,,,,0.9085,0.9524,0.7526,,,,0.03,591.67,0.0165,7399
一般,公立,國立彰化師範大學,特殊教育學系,國立彰化師範大學特殊教育學系,14,教育學群,14教育學群,93,特殊教育學類,93特殊教育學類,15,國立彰化師範大學,1113012,特殊教育學系,1501113012,國立彰化師範大學特殊教育學系,484,17,102,07 彰化縣,師範,0.0351,124,114,105,93,45,3,-0.091292748,0.006198347,17,1,1,17,17,2.03490566,11,9.57,9.6,0,0,128,0.609375,0.21875,78,28,4,18,SC,0,0,0,1,0,1,SA,0,0,1,1,0,0,4,S,0.86,0.43,0.078838174,0.169087137,0.004149378,964,76,1,1,163,1,3,0.041224971,0.034157833,0.004711425,849,35,10,4,1,14,特殊教育學類,66102,76642,44859,,,,67033,77459,48356,,,,71112,75650,45705,,,,0.9901,0.9879,0.9274,,,,0.9803,0.9879,0.9308,,,,0.9778,1,0.9024,,,,0.0084,1621.33,-0.0021,1748
一般,公立,國立彰化師範大學,財務金融技術學系,國立彰化師範大學財務金融技術學系,17,財經學群,17財經學群,116,財務金融學類,116財務金融學類,15,國立彰化師範大學,4121031,財務金融技術學系,1504121031,國立彰化師範大學財務金融技術學系,364,12,107,07 彰化縣,師範,0.033,133,117,53,40,16,5,-0.304197439,0.013736264,12,0.916666667,1,11,12,1.0512,12.9,12.38,12,12,0,128,0.78125,0.21875,100,28,0,0,EC,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.5,0.43,0.038904899,0.083573487,0,694,27,0,0,58,0,0,0.024630542,0.022167488,0.002463054,406,10,4,1,1,3,財務金融學類,49353,88168,32166,36617,22887,34905,57129,93077,35652,38887,26317,38813,47774,88512,32461,34283,25377,50780,0.9234,0.9624,0.864,0.9036,0.587,0.9655,0.9451,0.9624,0.8992,0.895,0.78,0.931,0.9382,0.9705,0.8844,0.9039,0.6071,0.3594,0.0904,2515.17,0.0345,4297
一般,公立,國立彰化師範大學,國文學系,國立彰化師範大學國文學系,13,文史哲學群,13文史哲學群,84,中國語文學類,84中國語文學類,15,國立彰化師範大學,2322019,國文學系,1502322019,國立彰化師範大學國文學系,408,18,94,07 彰化縣,師範,0.0441,119,112,105,99,28,10,-0.059488796,0.024509804,18,0.944444444,1,17,18,0.931111111,9.45,10.5,11.5,10,0,128,0.78125,0.21875,100,28,0,0,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,A,0.36,0.21,0.039877301,0.09406953,0.00204499,978,39,0,1,92,0,2,0.027707809,0.021410579,0.012594458,794,22,1,10,0,6,中國語文學類,52560,80014,31029,30970,,,55031,81433,33926,33393,,,55646,78315,32146,29771,,,0.8739,0.9708,0.8268,0.8768,,,0.8889,0.9679,0.8582,0.8949,,,0.8457,0.979,0.8159,0.8427,,,0.0163,326.25,0.0154,2303
一般,公立,國立彰化師範大學,會計學系,國立彰化師範大學會計學系,17,財經學群,17財經學群,115,會計學類,115會計學類,15,國立彰化師範大學,4111028,會計學系,1504111028,國立彰化師範大學會計學系,412,12,112,07 彰化縣,師範,0.0291,161,135,89,92,0,11,-0.15617452,0.026699029,12,1,1,12,12,1.765179225,9.63,13.5,12.67,0,0,132,0.787878788,0.212121212,104,28,0,0,CE,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.65,0.57,0.011248231,0.022366101,0.00249066,803,9,0,1,18,0,2,0.004885993,0.004885993,0.003257329,614,3,0,2,0,1,會計學類,45472,79675,32899,33585,23763,35634,51767,84151,35913,35978,27437,37257,45863,79468,33294,34862,23827,39398,0.9408,0.9617,0.8996,0.9199,0.459,0.9,0.9409,0.9522,0.9157,0.9137,0.6748,0.9,0.9381,0.9495,0.9083,0.9217,0.4956,0.8125,0.0092,947.33,0.036,3579
一般,公立,國立彰化師範大學,資訊工程學系,國立彰化師範大學資訊工程學系,1,資訊學群,1資訊學群,1,資訊工程學類,1資訊工程學類,15,國立彰化師範大學,6131050,資訊工程學系,1506131050,國立彰化師範大學資訊工程學系,222,13,60,07 彰化縣,師範,0.0586,63,57,52,46,5,4,-0.099447336,0.018018018,13,1,1,13,13,20.47,10.38,9.09,0,0,0,128,0.78125,0.21875,100,28,0,0,RI,1,1,0,0,0,0,IC,0,1,0,0,0,1,4,I,0.59,0.32,0.01824437,0.07529191,0.00913242,438,8,0,2,33,0,4,0.042763158,0.042763158,0.006578947,304,13,2,2,1,8,電資工程學類,56046,80246,30849,34305,25630,33016,68887,86921,35771,37564,28137,34081,62298,84755,31680,34913,28660,37269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3247.17,0.0223,5212
一般,公立,國立彰化師範大學,資訊管理學系,國立彰化師範大學資訊管理學系,16,管理學群,16管理學群,105,資訊管理學類,105資訊管理學類,15,國立彰化師範大學,6131040,資訊管理學系,1506131040,國立彰化師範大學資訊管理學系,251,11,71,07 彰化縣,師範,0.0438,96,99,54,59,6,3,-0.110234287,0.011952191,11,1,1,11,11,1.620909091,7.08,9.75,10,0,0,132,0.787878788,0.212121212,104,28,0,0,RC,1,0,0,0,0,1,IC,0,1,0,0,0,1,4,I,0.44,0.25,0.01688346,0.073080224,0.008960573,558,9,0,1,40,0,5,0.031746032,0.028571429,0.012698413,315,10,0,4,1,4,其他商業及管理學類,60023,117472,30508,37254,24435,,64511,122025,33779,39284,23196,,60184,113980,30676,39189,29713,,0.9451,0.9532,0.8736,0.9101,0.8421,,0.9508,0.9388,0.902,0.905,0.9,,0.9302,0.941,0.8803,0.9071,0.75,,0.0231,810,0.0145,2621
一般,公立,國立彰化師範大學,運動學系,國立彰化師範大學運動學系,18,遊憩與運動學群,18遊憩與運動學群,122,體育學類,122體育學類,15,國立彰化師範大學,1141011,運動學系,1501141011,國立彰化師範大學運動學系,242,11,53,07 彰化縣,師範,0.0455,61,59,55,48,0,19,-0.075952074,0.078512397,11,0.909090909,1,10,11,0.947071584,9.83,11,12.05,10,0,128,0.78125,0.21875,100,28,0,0,RS SRE,1,0,0,1,1,0,"SA,SR",1,0,1,1,0,0,4,S,0.7,0.3,0.034188034,0.096153846,0.008547009,468,16,0,0,45,2,2,0.020618557,0.020618557,0.007731959,388,8,0,3,2,3,專業科目教育學類,61391,80775,34619,33738,,,64135,83716,39196,37126,,,57882,80685,36175,35243,,,0.9485,0.9835,0.853,0.8689,,,0.9429,0.9753,0.8805,0.8607,,,0.9348,0.9847,0.8765,0.8065,,,0.0129,-134.5,0.0014,3413
一般,公立,國立彰化師範大學,電機工程學系,國立彰化師範大學電機工程學系,2,工程學群,2工程學群,2,電機工程學類,2電機工程學類,15,國立彰化師範大學,7141042,電機工程學系,1507141042,國立彰化師範大學電機工程學系,277,12,89,07 彰化縣,師範,0.0433,78,83,54,45,13,4,-0.150653898,0.014440433,12,1,1,12,12,1.793226381,8.97,10.15,10.22,0,0,128,0.78125,0.21875,100,28,0,0,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.55,0.46,0.023603618,0.06361737,0.014545455,550,13,0,4,35,0,8,0.029478458,0.027210884,0.011337868,441,13,0,5,1,6,電資工程學類,56046,80246,30849,34305,25630,33016,68887,86921,35771,37564,28137,34081,62298,84755,31680,34913,28660,37269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3247.17,0.0223,5212
一般,公立,國立彰化師範大學,輔導與諮商學系,國立彰化師範大學輔導與諮商學系,10,社會與心理學群,10社會與心理學群,72,輔導與諮商學類,72輔導與諮商學類,15,國立彰化師範大學,3131025,輔導與諮商學系,1503131025,國立彰化師範大學輔導與諮商學系,636,22,128,07 彰化縣,師範,0.0346,152,182,140,115,34,13,-0.070657413,0.020440252,22,1,1,22,22,1.576315789,7.17,9.8,10.4,0,0,128,0.7265625,0.21875,93,28,7,0,SA,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,S,0.71,0.29,0.046623794,0.105305466,0.00562701,1244,58,0,4,131,0,7,0.019264448,0.017513135,0,571,11,2,0,1,7,心理學類,50558,73721,32759,31822,,,53410,74564,35705,30571,,,51172,77207,32392,32644,,,0.9362,0.9697,0.809,0.8235,,,0.9333,0.9798,0.836,0.8676,,,0.9478,1,0.8054,0.8485,,,-0.0158,1138.75,0.0196,1348
一般,公立,國立彰化師範大學,數學系,國立彰化師範大學數學系,3,數理化學群,3數理化學群,15,數學學類,15數學學類,15,國立彰化師範大學,5411038,數學系,1505411038,國立彰化師範大學數學系,361,19,94,07 彰化縣,師範,0.0526,97,84,79,78,1,22,-0.068734219,0.060941828,19,1,1,19,19,1.715686275,7.5,9,9.2,0,0,128,0.78125,0.21875,100,28,0,0,CRI,1,1,0,0,0,1,CI,0,1,0,0,0,1,5,C,0.45,0.25,0.03125,0.053977273,0.011363636,704,22,1,3,38,2,6,0.034482759,0.034482759,0.014367816,348,12,3,5,1,3,數學學類,50771,82542,33096,29143,,,56240,84175,37087,33073,,,50944,81047,33268,29954,,,0.8779,1,0.7982,1,,,0.8725,1,0.8624,1,,,0.9042,1,0.7735,0.5556,,,0.1107,-84.75,0.0147,3756
一般,公立,國立彰化師範大學,機電工程學系,國立彰化師範大學機電工程學系,2,工程學群,2工程學群,6,機械工程學類,6機械工程學類,15,國立彰化師範大學,7151054,機電工程學系,1507151054,國立彰化師範大學機電工程學系,340,12,84,07 彰化縣,師範,0.0353,97,88,73,66,10,6,-0.119709487,0.017647059,12,1,1,12,12,1.754098361,8.38,9.88,9.98,0,0,130,0.784615385,0.215384615,102,28,0,0,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.48,0.44,0.023411371,0.066889632,0.003344482,598,14,0,1,40,0,2,0.050802139,0.048128342,0.018716578,374,19,1,7,3,7,機械工程學類,49611,77363,31686,32517,26761,41208,60403,83510,37129,35704,30302,43255,52645,71059,32010,32955,28949,38042,0.9521,0.9647,0.9008,0.9215,0.7816,0.8977,0.9692,0.9647,0.9224,0.9335,0.7712,0.9247,0.9564,0.9578,0.9041,0.8924,0.7764,0.907,0.0041,-581,0.0112,5193
一般,公立,國立暨南國際大學,土木工程學系,國立暨南國際大學土木工程學系,2,工程學群,2工程學群,8,土木工程學類,8土木工程學類,21,國立暨南國際大學,7321035,土木工程學系,2107321035,國立暨南國際大學土木工程學系,251,14,58,08 南投縣,一般,0.0558,61,62,61,48,6,13,-0.070950115,0.051792829,14,1,1,14,14,21.11,8.78,11.33,0,0,0,135,0.77037037,0.22962963,104,31,0,0,RI,1,1,0,0,0,0,"RC,ER",1,0,0,0,1,1,3,R,0.43,0.29,0.023622047,0.094488189,0.035433071,508,12,2,4,48,3,15,0.032332564,0.032332564,0.009237875,433,14,4,4,3,3,土木工程學類,41381,73038,29929,35456,22701,,46943,72881,34227,37816,27036,,42716,73816,31152,39307,24328,,0.9262,0.9667,0.8849,0.9161,0.7419,,0.9468,0.9625,0.9082,0.9091,0.7179,,0.9369,0.9733,0.8844,0.7808,0.5714,,0.0578,1762.8,0.0017,3280
一般,公立,國立暨南國際大學,中國語文學系,國立暨南國際大學中國語文學系,13,文史哲學群,13文史哲學群,84,中國語文學類,84中國語文學類,21,國立暨南國際大學,2322013,中國語文學系,2102322013,國立暨南國際大學中國語文學系,258,14,51,08 南投縣,一般,0.0543,59,62,58,62,8,9,0.018432282,0.034883721,14,1,1,14,14,1.665454545,7.67,9.65,10,0,0,130,0.707692308,0.238461538,92,31,0,7,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,A,0.36,0.21,0.052123552,0.088803089,0.052123552,518,27,11,6,46,12,15,0.025695931,0.025695931,0.00856531,467,12,3,4,1,4,中國語文學類,52560,80014,31029,30970,,,55031,81433,33926,33393,,,55646,78315,32146,29771,,,0.8739,0.9708,0.8268,0.8768,,,0.8889,0.9679,0.8582,0.8949,,,0.8457,0.979,0.8159,0.8427,,,0.0163,326.25,0.0154,2303
一般,公立,國立暨南國際大學,公共行政與政策學系,國立暨南國際大學公共行政與政策學系,15,法政學群,15法政學群,100,政治學類,100政治學類,21,國立暨南國際大學,4134020,公共行政與政策學系,2104134020,國立暨南國際大學公共行政與政策學系,364,13,85,08 南投縣,一般,0.0357,90,90,89,80,7,8,-0.037411569,0.021978022,13,1,1,13,13,1.717692308,7.83,13.5,12,0,0,131,0.748091603,0.236641221,98,31,2,0,ES,0,0,0,1,1,0,EA,0,0,1,0,1,0,4,E,0.33,0.22,0.038887292,0.080520414,0.040214477,746,29,10,10,60,15,15,0.029126214,0.027739251,0.008321775,721,21,0,6,6,8,公共行政學類,50556,84248,31277,30677,,,53098,85242,34898,34307,,,47778,83503,32551,30640,,,0.9073,0.9589,0.8178,0.854,,,0.9154,0.9475,0.8577,0.8832,,,0.8642,0.9576,0.823,0.8734,,,0.005,-571.5,0.0165,2697
一般,公立,國立暨南國際大學,外國語文學系,國立暨南國際大學外國語文學系,12,外語學群,12外語學群,79,英語文學類,79英語文學類,21,國立暨南國際大學,2311014,外國語文學系,2102311014,國立暨南國際大學外國語文學系,234,10,57,08 南投縣,一般,0.0427,55,54,54,58,0,13,0.018630752,0.055555556,10,1,1,10,10,2,8,9,8,0,0,128,0.6171875,0.2421875,79,31,0,18,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,0.031120332,0.058091286,0.026970954,482,15,3,3,28,8,5,0.016666667,0.016666667,0.00952381,420,7,0,4,0,3,外國語文學類,47592,68581,30313,34680,25862,33818,49715,70862,33103,36733,27346,39109,45886,70527,31111,34138,25044,35446,0.8865,0.9857,0.8462,0.8512,0.462,0.8197,0.8972,0.9786,0.8694,0.8651,0.6645,0.8525,0.8489,0.9728,0.8639,0.8481,0.4773,0.4464,0.0657,217.67,0.046,2670
一般,公立,國立暨南國際大學,社會政策與社會工作學系,國立暨南國際大學社會政策與社會工作學系,10,社會與心理學群,10社會與心理學群,68,社會工作學類,68社會工作學類,21,國立暨南國際大學,9231038,社會政策與社會工作學系,2109231038,國立暨南國際大學社會政策與社會工作學系,357,13,74,08 南投縣,一般,0.0364,93,87,85,80,10,2,-0.048776055,0.005602241,13,1,1,13,13,1.479166667,8,8.75,11,0,0,130,0.646153846,0.238461538,84,31,5,10,SEC,0,0,0,1,1,1,SI,0,1,0,1,0,0,3,S,0.59,0.18,0.062793336,0.119789571,0.033546326,626,39,4,6,74,9,12,0.027237354,0.027237354,0.003891051,514,14,5,2,2,5,社會工作學類,47057,62760,33049,35006,,,49602,67490,35184,35673,,,47556,70088,32770,35627,,,0.9591,1,0.9034,0.9378,,,0.9638,1,0.9183,0.9355,,,0.9697,1,0.91,0.9309,,,-0.0026,2042.25,0.0043,2519
一般,公立,國立暨南國際大學,財務金融學系,國立暨南國際大學財務金融學系,17,財經學群,17財經學群,116,財務金融學類,116財務金融學類,21,國立暨南國際大學,4121025,財務金融學系,2104121025,國立暨南國際大學財務金融學系,303,10,75,08 南投縣,一般,0.033,76,78,72,68,0,9,-0.035387614,0.02970297,10,1,1,10,10,15.93,6.5,8.43,0,0,0,128,0.6328125,0.2421875,81,31,0,16,EC,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.5,0.43,0.009646302,0.033762058,0.022508039,622,6,0,4,21,0,14,0.020654045,0.018932874,0.010327022,581,12,1,6,0,4,財務金融學類,49353,88168,32166,36617,22887,34905,57129,93077,35652,38887,26317,38813,47774,88512,32461,34283,25377,50780,0.9234,0.9624,0.864,0.9036,0.587,0.9655,0.9451,0.9624,0.8992,0.895,0.78,0.931,0.9382,0.9705,0.8844,0.9039,0.6071,0.3594,0.0904,2515.17,0.0345,4297
一般,公立,國立暨南國際大學,國際文教與比較教育學系,國立暨南國際大學國際文教與比較教育學系,14,教育學群,14教育學群,92,教育學類,92教育學類,21,國立暨南國際大學,1111001,國際文教與比較教育學系,2101111001,國立暨南國際大學國際文教與比較教育學系,279,12,61,08 南投縣,一般,0.043,60,58,66,59,17,19,-0.000487635,0.068100358,12,1,1,12,12,1.47082658,8.44,8.71,11.34,0,0,133,0.45112782,0.233082707,60,31,0,42,SA,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,S,0.6,0.3,0.037401575,0.072834646,0.033464567,508,19,1,9,37,2,15,0.025263158,0.025263158,0.002105263,475,12,1,1,2,8,綜合教育學類,62984,83702,37423,,,,64477,84742,40772,,,,66694,83811,39105,,,,0.9518,0.9757,0.8423,,,,0.957,0.9714,0.881,,,,0.9654,0.986,0.8494,,,,-0.0103,1833.67,0.0132,1961
一般,公立,國立暨南國際大學,國際企業學系,國立暨南國際大學國際企業學系,17,財經學群,17財經學群,117,國際企業學類,117國際企業學類,21,國立暨南國際大學,4131022,國際企業學系,2104131022,國立暨南國際大學國際企業學系,336,11,84,08 南投縣,一般,0.0327,86,83,70,70,14,13,-0.063836742,0.038690476,11,1,1,11,11,1.895,8.75,9.2,9,0,0,135,0.651851852,0.22962963,88,31,0,16,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,E,0.62,0.49,0.024425287,0.061781609,0.027298851,696,17,0,8,43,0,19,0.02587519,0.02587519,0.00304414,657,17,5,2,3,7,企業管理學類,47960,99045,29887,35199,24762,33925,52793,105597,32632,37663,27331,38150,48024,96539,30451,37259,28641,31935,0.9263,0.9546,0.875,0.9019,0.5993,0.8782,0.9376,0.9485,0.8969,0.9006,0.75,0.9054,0.9222,0.9583,0.8843,0.8802,0.705,0.8591,-0.0123,345.17,0.034,3898
一般,公立,國立暨南國際大學,教育政策與行政學系,國立暨南國際大學教育政策與行政學系,14,教育學群,14教育學群,92,教育學類,92教育學類,21,國立暨南國際大學,1114010,教育政策與行政學系,2101114010,國立暨南國際大學教育政策與行政學系,327,14,78,08 南投縣,一般,0.0428,78,77,65,81,21,5,0.025829726,0.01529052,14,1,1,14,14,1.798,7.1,9.88,9,0,0,130,0.569230769,0.415384615,74,54,2,0,SA,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,S,0.6,0.3,0.028963415,0.0625,0.027439024,656,19,3,8,41,7,11,0.026865672,0.026865672,0,335,9,1,0,1,7,教育行政學類,66018,87237,31545,,,,69876,88780,34659,,,,69915,88500,33950,,,,0.9436,0.9746,0.8085,,,,0.9333,0.9634,0.8936,,,,0.9688,0.9716,0.9307,,,,-0.0481,2521.67,0.0212,2838
一般,公立,國立暨南國際大學,資訊工程學系,國立暨南國際大學資訊工程學系,1,資訊學群,1資訊學群,1,資訊工程學類,1資訊工程學類,21,國立暨南國際大學,6131034,資訊工程學系,2106131034,國立暨南國際大學資訊工程學系,308,16,88,08 南投縣,一般,0.0519,87,77,68,57,9,10,-0.131196784,0.032467532,16,1,1,16,16,1.804347826,9.25,10.5,10.5,0,0,128,0.7578125,0.2421875,97,31,0,0,RI,1,1,0,0,0,0,IC,0,1,0,0,0,1,4,I,0.59,0.32,0.019736842,0.067434211,0.023026316,608,12,1,6,41,1,13,0.025337838,0.025337838,0.006756757,592,15,2,4,1,8,電資工程學類,56046,80246,30849,34305,25630,33016,68887,86921,35771,37564,28137,34081,62298,84755,31680,34913,28660,37269,0.9543,0.9729,0.88,0.924,0.7923,0.8649,0.969,0.974,0.9112,0.9358,0.8394,0.893,0.9653,0.9849,0.8843,0.8963,0.6714,0.8913,0.0158,3247.17,0.0223,5212
