學校類型,設立別,學校,科系,校系,大考中心學群編號,學群編號編碼,大考中心學類編號,學類編號編碼,學校代碼,學校名稱,科系代碼,科系名稱,校系代碼,校系名稱,學生數,教師數,上學年度畢業生數,縣市名稱,體系別,師生比,一年級人數,二年級人數,三年級人數,四年級人數,大四以上年級人數,延畢人數,人數下滑率,延畢率,教師總數,專任助理教授以上之比例,欄位11,專任助理教授以上總人數,專任講師以上總人數,正副教授比較助理教授及講師講課時數之倍數,專任教授平均每週授課時數,專任副教授平均每週授課時數,專任助理教授平均每週授課時數,專任講師平均每週授課時數,專任其他教師平均每週授課時數,畢業總學分數,專業學分比,通識/共同學分比,畢業專業學分數,畢業通識/共同學分數,畢業實習學分數,畢業其他畢業學分數,123 個學類,大學生興趣碼,大學生興趣碼R,大學生興趣碼I,大學生興趣碼A,大學生興趣碼S,大學生興趣碼E,大學生興趣碼C,職業Holland碼前二碼,職業興趣碼R,職業興趣碼I,職業興趣碼A,職業興趣碼S,職業興趣碼E,職業興趣碼C,命中率,職業Holland碼首碼,首碼職業關聯百分比,前二碼職業關聯百分比,學類所屬學群編號,學類所屬學群名稱,辦理休學率,總休學率,因學業成績與志趣不合總休學率,休學人數整理2_在學學生數,學期內新辦理休學人數小計,因學業成績學期內新辦理休學人數,因志趣不合學期內新辦理休學人數,至學期底總休學人數小計,因學業成績至學期底總休學人數,因志趣不合至學期底總休學人數,退學率,因成績/志趣與逾期退學率,因志趣不合退學率,退學人數整理2_在學學生數,退學人數小計,因學業成績退學人數,因志趣不合退學人數,因逾期未註冊退學人數,因休學逾期未復學退學人數
1,公立,國立政治大學,法律學系,國立政治大學法律學系,15,15法政學群,98,98法律學類,0001,國立政治大學,04211073,法律學系,000104211073,國立政治大學法律學系,1015,29,259,30 臺北市,1 一般,2.86%,227,239,234,256,20,39,-4.20%,4.00%,29,1,1,29,29,18.01,8.09,8.92,0,0,0,128,0.78125,0.21875,100,28,0,0,法律學類,EA ECS,0,0,1,1,1,1,CE,0,0,0,0,1,1,4,"C,E",0.36,0.21,15,法政學群,0.035096154,0.110576923,0.047115385,2080,73,17,19,230,45,53,0.01025641,0.01025641,0.001923077,1560,16,3,3,0,10
1,公立,國立政治大學,應用數學系,國立政治大學應用數學系,3,3數理化學群,15,15數學學類,0001,國立政治大學,05411078,應用數學系,000105411078,國立政治大學應用數學系,233,13,43,30 臺北市,1 一般,5.58%,60,54,52,43,2,22,10.34%,10.43%,13,1,1,13,13,1.857142857,6,6,6,0,0,128,0.78125,0.21875,100,28,0,0,數學學類,CRI,1,1,0,0,0,1,CI,0,1,0,0,0,1,5,C,0.45,0.25,3,數理化學群,0.042783705,0.109511175,0.045064378,466,20,1,9,51,2,19,0.056451613,0.056451613,0.018817204,372,21,5,7,0,9
1,公立,國立政治大學,統計學系,國立政治大學統計學系,17,17財經學群,121,121統計學類,0001,國立政治大學,05421079,統計學系,000105421079,國立政治大學統計學系,279,16,85,30 臺北市,1 一般,5.73%,76,77,58,58,2,8,7.79%,2.95%,17,0.941176471,0.941176471,16,16,1.824729892,6,8.2,7.33,0,0,128,0.78125,0.21875,100,28,0,0,統計學類,CEI,0,1,0,0,1,1,CE,0,0,0,0,1,1,5,C,0.5,0.31,17,財經學群,0.01590106,0.04770318,0.019434629,566,9,1,3,27,1,10,0.013824885,0.013824885,0,217,3,1,0,0,2
1,公立,國立政治大學,資訊科學系,國立政治大學資訊科學系,1,1資訊學群,1,1資訊工程學類,0001,國立政治大學,06131081,資訊科學系,000106131081,國立政治大學資訊科學系,407,18,86,30 臺北市,1 一般,4.42%,114,108,83,72,14,16,13.89%,4.09%,18,1,1,18,18,2.975675676,11.13,9.89,6.4,0,0,128,0.78125,0.21875,100,28,0,0,資訊工程學類,RI,1,1,0,0,0,0,IC,0,1,0,0,0,1,4,I,0.59,0.32,1,資訊學群,0.054455446,0.150990099,0.024752475,808,44,3,10,122,4,16,0.029370629,0.026573427,0.006993007,715,21,4,5,0,10
1,公立,國立清華大學,人文社會學院學士班,國立清華大學人文社會學院學士班,10,10社會與心理學群,67,67社會學學類,0002,國立清華大學,02299010,人文社會學院學士班,000202299010,國立清華大學人文社會學院學士班,346,8,68,18 新竹市,1 一般,2.31%,80,85,81,69,0,31,4.42%,9.84%,8,1,1,8,8,1.222222222,5.25,4.75,8,0,0,128,0.609375,0.21875,78,28,0,22,社會學學類,EAS,0,0,1,1,1,0,SA,0,0,1,1,0,0,5,S,0.39,0.22,10,社會與心理學群,0.014577259,0.026239067,0.017492711,686,10,2,6,18,2,10,0.024781341,0.024781341,0.00728863,686,17,6,5,2,4
1,公立,國立清華大學,外國語文學系,國立清華大學外國語文學系,12,12外語學群,79,79英語文學類,0002,國立清華大學,02311002,外國語文學系,000202311002,國立清華大學外國語文學系,274,16,58,18 新竹市,1 一般,5.84%,63,65,57,66,0,23,-2.22%,9.16%,16,0.9375,1,15,16,0.979375,6.25,8.42,6,9,0,128,0.6171875,0.21875,79,28,0,21,英語文學類,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,12,外語學群,0.028125,0.070703125,0.02238806,536,15,4,3,38,4,8,0.014056225,0.014056225,0.002008032,498,7,0,1,5,1
1,公立,國立清華大學,中國文學系,國立清華大學中國文學系,13,13文史哲學群,84,84中國語文學類,0002,國立清華大學,02322003,中國文學系,000202322003,國立清華大學中國文學系,342,18,62,18 新竹市,1 一般,5.26%,72,72,69,85,29,15,-6.34%,4.59%,18,1,1,18,18,1.671428571,5.2,5.5,6,0,0,128,0.609375,0.25,78,32,0,18,中國語文學類,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,A,0.36,0.21,13,文史哲學群,0.067723343,0.119596542,0.051873199,694,47,16,7,83,23,13,0.017156863,0.012254902,0.00245098,408,7,1,1,2,1
1,公立,國立清華大學,經濟學系,國立清華大學經濟學系,17,17財經學群,120,120經濟學類,0002,國立清華大學,03111011,經濟學系,000203111011,國立清華大學經濟學系,535,26,134,18 新竹市,1 一般,4.86%,126,147,123,118,4,17,1.24%,3.28%,26,1,1,26,26,2.603478261,7.17,6.8,4.75,0,0,130,0.6,0.215384615,78,28,0,24,經濟學類,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,"E,I",0.36,0.36,17,財經學群,0.016090039,0.027611705,0.016190476,1050,17,2,9,29,2,15,0.017612524,0.015655577,0.005870841,511,9,0,3,2,3
1,公立,國立清華大學,計量財務金融學系,國立清華大學計量財務金融學系,17,17財經學群,116,116財務金融學類,0002,國立清華大學,04121020,計量財務金融學系,000204121020,國立清華大學計量財務金融學系,275,15,77,18 新竹市,1 一般,5.45%,65,80,64,55,0,11,3.66%,4.17%,15,1,1,15,15,1.903529412,8.78,6.4,7.5,0,0,128,0.6484375,0.21875,83,28,0,17,財務金融學類,EC,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.5,0.43,17,財經學群,0.026501767,0.037102473,0.021201413,566,15,3,4,21,3,9,0.01572327,0.012578616,0,318,5,1,0,0,3
1,公立,國立清華大學,生命科學系,國立清華大學生命科學系,5,5生命科學學群,35,35生命科學學類,0002,國立清華大學,05121025,生命科學系,000205121025,國立清華大學生命科學系,193,5,55,18 新竹市,1 一般,2.59%,45,43,52,45,0,8,-1.01%,4.32%,5,1,1,5,5,5.3,4.3,0,0,0,0,128,0.625,0.21875,80,28,0,20,生命科學學類,IR,1,1,0,0,0,0,"RI,IR",1,1,0,0,0,0,6,"I,R",0.33,0.33,5,生命科學學群,0.029816514,0.048165138,0.04587156,436,13,1,11,21,2,18,0.020642202,0.020642202,0.002293578,436,9,3,1,2,3
1,公立,國立清華大學,化學系,國立清華大學化學系,3,3數理化學群,16,16化學學類,0002,國立清華大學,05311037,化學系,000205311037,國立清華大學化學系,598,27,189,18 新竹市,1 一般,4.52%,163,173,98,103,51,10,10.71%,1.70%,27,1,1,27,27,1.956363636,4.59,5.17,4.5,0,0,128,0.6171875,0.21875,79,28,0,21,化學學類,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.44,0.44,3,數理化學群,0.025660964,0.042768274,0.027993779,1286,33,4,21,55,4,32,0.015810277,0.015810277,0.003952569,1012,16,3,4,2,7
1,公立,國立清華大學,物理學系,國立清華大學物理學系,3,3數理化學群,17,17物理學類,0002,國立清華大學,05331038,物理學系,000205331038,國立清華大學物理學系,497,35,117,18 新竹市,1 一般,7.04%,156,137,82,83,19,20,17.04%,4.19%,35,1,1,35,35,2.328398385,6.63,9.67,6.43,0,0,128,0.5625,0.21875,72,28,0,28,物理學類,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.77,0.69,3,數理化學群,0.028116372,0.060347971,0.028125,960,27,1,15,58,1,26,0.029161604,0.029161604,0.0036452,823,24,6,3,3,12
1,公立,國立清華大學,數學系,國立清華大學數學系,3,3數理化學群,15,15數學學類,0002,國立清華大學,05411043,數學系,000205411043,國立清華大學數學系,354,23,61,18 新竹市,1 一般,6.50%,101,91,74,53,12,23,18.99%,6.95%,23,1,1,23,23,1.966666667,4.47,6.33,5,0,0,128,0.421875,0.21875,54,28,0,46,數學學類,CRI,1,1,0,0,0,1,CI,0,1,0,0,0,1,5,C,0.45,0.25,3,數理化學群,0.047923323,0.083067093,0.049520767,626,30,4,16,52,4,27,0.025751073,0.025751073,0.008583691,466,12,2,4,2,4
1,公立,國立清華大學,化學工程學系,國立清華大學化學工程學系,2,2工程學群,10,10化學工程學類,0002,國立清華大學,07111057,化學工程學系,000207111057,國立清華大學化學工程學系,492,23,136,18 新竹市,1 一般,4.67%,143,148,92,87,18,4,13.26%,0.82%,23,1,1,23,23,2.211428571,4.86,5.75,4.25,0,0,128,0.703125,0.21875,90,28,0,10,化學工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.56,0.33,2,工程學群,0.032414817,0.04855593,0.023681378,929,30,7,13,45,10,12,0.02238806,0.02238806,0.008706468,804,18,2,7,3,6
1,公立,國立清華大學,動力機械工程學系,國立清華大學動力機械工程學系,2,2工程學群,6,6機械工程學類,0002,國立清華大學,07151056,動力機械工程學系,000207151056,國立清華大學動力機械工程學系,829,45,229,18 新竹市,1 一般,5.43%,247,252,158,126,30,16,18.51%,1.97%,45,1,1,45,45,2.5875,4.7,4.65,3,0,0,129,0.635658915,0.217054264,82,28,0,19,機械工程學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.48,0.44,2,工程學群,0.020215577,0.044104533,0.022031824,1634,33,6,9,72,8,28,0.024109015,0.023060797,0.003144654,954,23,6,3,6,7
1,公立,國立清華大學,工業工程與工程管理學系,國立清華大學工業工程與工程管理學系,16,16管理學群,107,107科技管理學類,0002,國立清華大學,07191061,工業工程與工程管理學系,000207191061,國立清華大學工業工程與工程管理學系,631,20,182,18 新竹市,1 一般,3.17%,210,195,99,81,35,11,24.85%,1.77%,20,1,1,20,20,2.302040816,5.28,5,3.9,0,0,130,0.715384615,0.215384615,93,28,0,9,科技管理學類,ECR,1,0,0,0,1,1,EC,0,0,0,0,1,1,5,E,0.4,0.33,16,管理學群,0.034976153,0.079491256,0.022257552,1258,44,3,13,100,8,20,0.025527192,0.024417314,0.003329634,901,23,5,3,8,6
1,公立,國立清華大學,生醫工程與環境科學系,國立清華大學生醫工程與環境科學系,2,2工程學群,12,12生醫/醫學工程學類,0002,國立清華大學,07193063,生醫工程與環境科學系,000207193063,國立清華大學生醫工程與環境科學系,359,21,82,18 新竹市,1 一般,5.85%,105,88,79,54,25,8,19.35%,2.28%,21,1,1,21,21,0.995454545,5.55,4.4,10,0,0,128,0.6875,0.21875,88,28,0,12,生醫/醫學工程學類,RI,1,1,0,0,0,0,"IR,RI",1,1,0,0,0,0,6,"I,R",0.5,0.5,2,工程學群,0.071244398,0.126575555,0.047854785,606,44,7,11,76,8,21,0.023316062,0.020725389,0,386,9,1,0,1,6
1,公立,國立清華大學,醫學科學系,國立清華大學醫學科學系,5,5生命科學學群,36,36生物科技學類,0002,國立清華大學,09121073,醫學科學系,000209121073,國立清華大學醫學科學系,84,3,15,18 新竹市,1 一般,3.57%,18,22,19,21,0,4,-6.37%,5.00%,3,1,1,3,3,3.69,2.69,0,0,0,0,128,0.625,0.21875,80,28,0,20,生物科技學類,RI,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.33,0.25,5,生命科學學群,0.0625,0.05,0.05,80,5,0,5,4,0,4,0.05,0.05,0.0125,80,4,0,1,2,1
1,公立,國立臺灣大學,戲劇學系,國立臺灣大學戲劇學系,9,9藝術學群,65,65表演藝術學類,0003,國立臺灣大學,02152003,戲劇學系,000302152003,國立臺灣大學戲劇學系,230,12,41,30 臺北市,1 一般,5.22%,49,43,54,49,0,35,-1.36%,17.95%,12,0.75,1,9,12,1.72168042,9.2,12.75,0,12.33,0,128,0.8125,0.1875,104,24,0,0,表演藝術學類,ASE,0,0,1,1,1,0,EA,0,0,1,0,1,0,5,E,0.5,0.25,9,藝術學群,0.061674009,0.074889868,0,454,28,0,0,34,0,0,0.020833333,0.020833333,0,240,5,2,0,3,0
1,公立,國立臺灣大學,歷史學系,國立臺灣大學歷史學系,13,13文史哲學群,85,85歷史學類,0003,國立臺灣大學,02221012,歷史學系,000302221012,國立臺灣大學歷史學系,394,27,73,30 臺北市,1 一般,6.85%,88,88,78,84,23,33,1.22%,9.14%,27,1,1,27,27,1.661037394,6.27,6.5,7.29,0,0,128,0.8125,0.1875,104,24,0,0,歷史學類,SEA,0,0,1,1,1,0,SA,0,0,1,1,0,0,5,S,0.36,0.27,13,文史哲學群,0.074550129,0.105398458,0.001285347,778,58,0,1,82,0,1,0.014018692,0.014018692,0,428,6,1,0,3,2
1,公立,國立臺灣大學,人類學系,國立臺灣大學人類學系,10,10社會與心理學群,69,69人類/民族學學類,0003,國立臺灣大學,02222013,人類學系,000302222013,國立臺灣大學人類學系,214,14,34,30 臺北市,1 一般,6.54%,60,46,41,48,3,16,5.71%,8.08%,14,1,1,14,14,1.693617021,6.5,8.42,8.4,0,0,128,0.8125,0.1875,104,24,0,0,人類/民族學學類,SAE,0,0,1,1,1,0,SE,0,0,0,1,1,0,5,S,0.39,0.23,10,社會與心理學群,0.052723043,0.073371648,0.007832898,383,20,0,2,28,2,1,0.031847134,0.025477707,0,157,5,2,0,2,0
1,公立,國立臺灣大學,哲學系,國立臺灣大學哲學系,13,13文史哲學群,86,86哲學學類,0003,國立臺灣大學,02231014,哲學系,000302231014,國立臺灣大學哲學系,262,19,45,30 臺北市,1 一般,7.25%,62,60,50,53,16,21,4.63%,8.71%,20,0.95,0.95,19,19,1.735135135,7.72,7.33,8.25,0,0,128,0.8125,0.1875,104,24,0,0,哲學學類,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,S,0.64,0.36,13,文史哲學群,0.101960784,0.147058824,0.003921569,510,52,0,1,75,1,1,0.044280443,0.022140221,0.003690037,271,12,2,1,1,2
1,公立,國立臺灣大學,外國語文學系,國立臺灣大學外國語文學系,12,12外語學群,79,79英語文學類,0003,國立臺灣大學,02311007,外國語文學系,000302311007,國立臺灣大學外國語文學系,613,75,144,30 臺北市,1 一般,12.23%,139,143,145,127,5,54,2.71%,9.66%,76,0.921052632,0.986842105,70,75,0.756941478,7.39,9.33,9.21,13.2,0,128,0.8125,0.1875,104,24,0,0,英語文學類,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,12,外語學群,0.046751189,0.074484945,0.011093502,1262,59,0,6,94,7,7,0.020117351,0.019279128,0.001676446,1193,24,4,2,13,4
1,公立,國立臺灣大學,日本語文學系,國立臺灣大學日本語文學系,12,12外語學群,81,81日語文學系,0003,國立臺灣大學,02311009,日本語文學系,000302311009,國立臺灣大學日本語文學系,307,12,62,30 臺北市,1 一般,3.91%,67,66,67,71,0,36,-2.00%,13.28%,12,0.916666667,1,11,12,0.774937877,10.33,10.5,12.67,14.5,0,130,0.815384615,0.184615385,106,24,0,0,日語文學類,AS,0,0,1,1,0,0,"AE,EC,CE",0,0,1,0,1,1,3,A,0.31,0.19,12,外語學群,0.041935484,0.066129032,0.003225806,620,26,0,1,41,1,1,0.015734266,0.012237762,0,572,9,0,0,4,3
1,公立,國立臺灣大學,中國文學系,國立臺灣大學中國文學系,13,13文史哲學群,84,84中國語文學類,0003,國立臺灣大學,02322006,中國文學系,000302322006,國立臺灣大學中國文學系,471,53,96,30 臺北市,1 一般,11.25%,86,83,93,91,23,27,-2.14%,7.18%,55,0.963636364,0.963636364,53,53,1.731578947,7.1,8.35,8.5,0,0,128,0.8125,0.1875,104,24,0,0,中國語文學類,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,A,0.36,0.21,13,文史哲學群,0.06714876,0.091942149,0.008264463,968,65,0,3,89,4,4,0.014388489,0.011510791,0.001438849,695,10,3,1,2,2
1,公立,國立臺灣大學,中國文學系,國立臺灣大學中國文學系,13,13文史哲學群,84,84中國語文學類,0003,國立臺灣大學,02322006,中國文學系,000302322006,國立臺灣大學中國文學系,471,53,96,30 臺北市,1 一般,11.25%,23,14,9,19,0,3,-12.09%,4.62%,55,0.963636364,0.963636364,53,53,1.731578947,7.1,8.35,8.5,0,0,128,0.8125,0.1875,104,24,0,0,中國語文學類,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,A,0.36,0.21,13,文史哲學群,0.06714876,0.091942149,0.008264463,968,65,0,3,89,4,4,0.014388489,0.011510791,0.001438849,695,10,3,1,2,2
1,公立,國立臺灣大學,經濟學系,國立臺灣大學經濟學系,17,17財經學群,120,120經濟學類,0003,國立臺灣大學,03111015,經濟學系,000303111015,國立臺灣大學經濟學系,802,42,196,30 臺北市,1 一般,5.24%,186,213,192,143,9,59,6.95%,7.94%,42,1,1,42,42,2.449640288,5.43,7.19,4.56,0,0,128,0.8125,0.1875,104,24,0,0,經濟學類,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,"E,I",0.36,0.36,17,財經學群,0.061021171,0.084682441,0.006849315,1606,98,0,7,136,4,7,0.013900956,0.013900956,0,1151,16,3,0,6,7
1,公立,國立臺灣大學,政治學系,國立臺灣大學政治學系,15,15法政學群,100,100政治學類,0003,國立臺灣大學,03121016,政治學系,000303121016,國立臺灣大學政治學系,1019,25,243,30 臺北市,1 一般,2.45%,237,245,212,219,24,82,2.26%,8.75%,25,1,1,25,25,1.335869565,6.04,5.25,8.2,0,0,123,0.804878049,0.195121951,99,24,0,0,政治學類,ES,0,0,0,1,1,0,EA,0,0,1,0,1,0,4,E,0.33,0.22,15,法政學群,0.065827686,0.109390126,0.001452081,2066,136,0,0,226,2,1,0.013143483,0.013143483,0,913,12,1,0,7,4
1,公立,國立臺灣大學,心理學系,國立臺灣大學心理學系,10,10社會與心理學群,66,66心理學類,0003,國立臺灣大學,03131019,心理學系,000303131019,國立臺灣大學心理學系,454,24,88,30 臺北市,1 一般,5.29%,111,112,101,84,18,28,8.58%,6.57%,24,1,1,24,24,2.255957635,10.14,14.42,10.33,0,0,128,0.8125,0.1875,104,24,0,0,心理學類,SA,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,S,0.42,0.19,10,社會與心理學群,0.050925926,0.08912037,0.002314815,864,44,0,1,77,1,1,0.04518664,0.035363458,0,509,23,0,0,15,3
1,公立,國立臺灣大學,地理環境資源學系,國立臺灣大學地理環境資源學系,7,7地球與環境學群,49,49地理學類,0003,國立臺灣大學,03142021,地理環境資源學系,000303142021,國立臺灣大學地理環境資源學系,256,19,58,30 臺北市,1 一般,7.42%,69,58,55,47,12,15,11.89%,6.22%,19,1,1,19,19,2.272727273,8.25,9.5,7.25,0,0,128,0.8125,0.1875,104,24,0,0,地理學類,SCR,1,0,0,1,0,1,IR,1,1,0,0,0,0,3,I,0.44,0.33,7,地球與環境學群,0.102766798,0.148221344,0.009881423,506,52,0,3,75,2,3,0.035555556,0.035555556,0.004444444,225,8,1,1,3,3
1,公立,國立臺灣大學,圖書資訊學系,國立臺灣大學圖書資訊學系,13,13文史哲學群,90,90圖書資訊學類,0003,國立臺灣大學,03222025,圖書資訊學系,000303222025,國立臺灣大學圖書資訊學系,290,14,52,30 臺北市,1 一般,4.83%,72,66,58,68,5,21,1.07%,7.81%,14,1,1,14,14,1.694166667,7.83,11.5,11,0,0,139,0.827338129,0.172661871,115,24,0,0,圖書資訊學類,CA,0,0,1,0,0,1,EC,0,0,0,0,1,1,4,"C,I",0.33,0.17,13,文史哲學群,0.052264808,0.067944251,0.003484321,574,30,0,0,39,1,1,0.033980583,0.033980583,0,206,7,3,0,2,2
1,公立,國立臺灣大學,會計學系,國立臺灣大學會計學系,17,17財經學群,115,115會計學類,0003,國立臺灣大學,04111027,會計學系,000304111027,國立臺灣大學會計學系,649,26,159,30 臺北市,1 一般,4.01%,163,168,143,136,12,27,5.57%,4.34%,26,1,1,26,26,2.105185185,6.21,7,5.75,0,0,133,0.819548872,0.180451128,109,24,0,0,會計學類,CE,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.65,0.57,17,財經學群,0.030769231,0.042307692,0,1300,40,0,0,55,0,0,0.015736767,0.012875536,0.001430615,699,11,0,1,4,4
1,公立,國立臺灣大學,財務金融學系,國立臺灣大學財務金融學系,17,17財經學群,116,116財務金融學類,0003,國立臺灣大學,04121032,財務金融學系,000304121032,國立臺灣大學財務金融學系,736,24,172,30 臺北市,1 一般,3.26%,207,201,145,135,15,33,12.55%,4.69%,24,1,1,24,24,2.26904376,5.5,7.5,5.17,0,0,138,0.826086957,0.173913043,114,24,0,0,財務金融學類,EC,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.5,0.43,17,財經學群,0.038081805,0.069816643,0.009873061,1418,54,0,5,99,7,7,0.021680217,0.021680217,0,1107,24,3,0,16,5
1,公立,國立臺灣大學,國際企業學系,國立臺灣大學國際企業學系,17,17財經學群,117,117國際企業學類,0003,國立臺灣大學,04131031,國際企業學系,000304131031,國立臺灣大學國際企業學系,587,22,157,30 臺北市,1 一般,3.75%,174,150,111,102,24,26,15.97%,4.63%,22,1,1,22,22,1.688235294,7.18,6.17,7.5,0,0,140,0.828571429,0.171428571,116,24,0,0,國際企業學類,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,E,0.62,0.49,17,財經學群,0.053389831,0.097457627,0.005084746,1180,63,0,3,115,3,3,0.01754386,0.016290727,0.002506266,798,14,4,2,5,2
1,公立,國立臺灣大學,法律學系,國立臺灣大學法律學系,15,15法政學群,98,98法律學類,0003,國立臺灣大學,04211035,法律學系,000304211035,國立臺灣大學法律學系,1344,35,315,30 臺北市,1 一般,2.60%,307,323,330,324,22,38,-1.85%,2.91%,35,1,1,35,35,1.582517483,10.63,11,13.3,0,0,130,0.815384615,0.184615385,106,24,0,0,法律學類,EA ECS,0,0,1,1,1,1,CE,0,0,0,0,1,1,4,"C,E",0.36,0.21,15,法政學群,0.085302806,0.138478582,0.005169867,2708,231,0,8,375,7,7,0.017040359,0.016591928,0.00044843,2230,38,7,1,18,11
1,公立,國立臺灣大學,昆蟲學系,國立臺灣大學昆蟲學系,6,6生物資源學群,45,45植物保護與昆蟲學類,0003,國立臺灣大學,05111041,昆蟲學系,000305111041,國立臺灣大學昆蟲學系,128,11,42,30 臺北市,1 一般,8.59%,32,33,30,19,2,12,14.21%,10.34%,11,1,1,11,11,2.056941176,24.21,18.5,20.25,0,0,128,0.8125,0.1875,104,24,0,0,植物保護與昆蟲學類,IRA,1,1,1,0,0,0,IR,1,1,0,0,0,0,5,I,0.4,0.4,6,生物資源學群,0.056962025,0.120253165,0.025316456,316,18,0,4,38,4,4,0.075376884,0.060301508,0.010050251,199,15,1,2,8,1
1,公立,國立臺灣大學,化學系,國立臺灣大學化學系,3,3數理化學群,16,16化學學類,0003,國立臺灣大學,05311051,化學系,000305311051,國立臺灣大學化學系,622,33,185,30 臺北市,1 一般,5.31%,172,179,107,101,51,12,13.92%,1.97%,33,0.96969697,1,32,33,1.118224299,20.98,25.88,24.3,17.5,0,128,0.8125,0.1875,104,24,0,0,化學學類,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.44,0.44,3,數理化學群,0.03277439,0.057926829,0.005335366,1312,43,0,3,76,3,4,0.015477214,0.014617369,0,1163,18,1,0,8,8
1,公立,國立臺灣大學,地質科學系,國立臺灣大學地質科學系,7,7地球與環境學群,48,48地質地球與環境科學學類,0003,國立臺灣大學,05321052,地質科學系,000305321052,國立臺灣大學地質科學系,296,22,72,30 臺北市,1 一般,7.43%,85,76,55,52,17,11,14.56%,3.86%,22,1,1,22,22,2.139104478,15.33,19.5,15.75,0,0,128,0.8125,0.1875,104,24,0,0,地質地球與環境科學學類,IR,1,1,0,0,0,0,"RI,IR",1,1,0,0,0,0,6,"I,R,S",0.25,0.25,7,地球與環境學群,0.067729084,0.09561753,0.001992032,502,34,0,1,48,0,1,0.035714286,0.025,0.007142857,280,10,1,2,3,1
1,公立,國立臺灣大學,大氣科學系,國立臺灣大學大氣科學系,7,7地球與環境學群,51,51大氣科學學類,0003,國立臺灣大學,05322056,大氣科學系,000305322056,國立臺灣大學大氣科學系,226,16,47,30 臺北市,1 一般,7.08%,56,61,44,40,11,14,9.34%,6.60%,16,1,1,16,16,2.156153051,6.85,13,8.67,0,0,128,0.8125,0.1875,104,24,0,0,大氣科學學類,IR,1,1,0,0,0,0,"IR,SI",1,1,0,1,0,0,5,"I,S",0.5,0.5,7,地球與環境學群,0.054455446,0.084158416,0.017326733,404,22,0,4,34,4,3,0.042372881,0.042372881,0.008474576,236,10,1,2,6,1
1,公立,國立臺灣大學,物理學系,國立臺灣大學物理學系,3,3數理化學群,17,17物理學類,0003,國立臺灣大學,05331054,物理學系,000305331054,國立臺灣大學物理學系,564,31,131,30 臺北市,1 一般,5.50%,152,150,114,96,30,22,13.70%,4.06%,31,1,1,31,31,1.811111111,7.13,8.17,8,0,0,128,0.8125,0.1875,104,24,0,0,物理學類,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.77,0.69,3,數理化學群,0.060143627,0.108617594,0.008976661,1114,67,0,3,121,4,6,0.026627219,0.023668639,0,1014,27,8,0,7,9
1,公立,國立臺灣大學,資訊管理學系,國立臺灣大學資訊管理學系,16,16管理學群,105,105資訊管理學類,0003,國立臺灣大學,06131062,資訊管理學系,000306131062,國立臺灣大學資訊管理學系,344,14,114,30 臺北市,1 一般,4.07%,111,94,69,49,6,15,23.63%,4.56%,15,0.933333333,0.933333333,14,14,1.336666667,9.05,10,14,0,0,139,0.827338129,0.172661871,115,24,0,0,資訊管理學類,RC,1,0,0,0,0,1,IC,0,1,0,0,0,1,4,I,0.44,0.25,16,管理學群,0.044159544,0.081196581,0.014245014,702,31,0,5,57,5,5,0.0256917,0.0256917,0.003952569,506,13,2,2,6,3
1,公立,國立臺灣大學,資訊工程學系,國立臺灣大學資訊工程學系,1,1資訊學群,1,1資訊工程學類,0003,國立臺灣大學,06131067,資訊工程學系,000306131067,國立臺灣大學資訊工程學系,985,28,261,30 臺北市,1 一般,2.84%,298,282,185,143,40,37,20.82%,3.90%,28,1,1,28,28,1.927272727,9.95,10.25,10,0,0,132,0.818181818,0.181818182,108,24,0,0,資訊工程學類,RI,1,1,0,0,0,0,IC,0,1,0,0,0,1,4,I,0.59,0.32,1,資訊學群,0.043343653,0.077915377,0.005675955,1938,84,0,6,151,5,6,0.019005031,0.017328116,0.001117943,1789,34,7,2,13,9
