學校類型,設立別,學校,科系,校系,大考中心學群編號,學群編號編碼,大考中心學類編號,學類編號編碼,學校代碼,學校名稱,科系代碼,科系名稱,校系代碼,校系名稱,學生數,教師數,上學年度畢業生數,縣市名稱,體系別,師生比,一年級人數,二年級人數,三年級人數,四年級人數,大四以上年級人數,延畢人數,人數下滑率,延畢率,教師總數,專任助理教授以上之比例,欄位11,專任助理教授以上總人數,專任講師以上總人數,正副教授比較助理教授及講師講課時數之倍數,專任教授平均每週授課時數,專任副教授平均每週授課時數,專任助理教授平均每週授課時數,專任講師平均每週授課時數,專任其他教師平均每週授課時數,畢業總學分數,專業學分比,通識/共同學分比,畢業專業學分數,畢業通識/共同學分數,畢業實習學分數,畢業其他畢業學分數,123 個學類,大學生興趣碼,大學生興趣碼R,大學生興趣碼I,大學生興趣碼A,大學生興趣碼S,大學生興趣碼E,大學生興趣碼C,職業Holland碼前二碼,職業興趣碼R,職業興趣碼I,職業興趣碼A,職業興趣碼S,職業興趣碼E,職業興趣碼C,命中率,職業Holland碼首碼,首碼職業關聯百分比,前二碼職業關聯百分比,學類所屬學群編號,學類所屬學群名稱,辦理休學率,總休學率,因學業成績與志趣不合總休學率,休學人數整理2_在學學生數,學期內新辦理休學人數小計,因學業成績學期內新辦理休學人數,因志趣不合學期內新辦理休學人數,至學期底總休學人數小計,因學業成績至學期底總休學人數,因志趣不合至學期底總休學人數,退學率,因成績/志趣與逾期退學率,因志趣不合退學率,退學人數整理2_在學學生數,退學人數小計,因學業成績退學人數,因志趣不合退學人數,因逾期未註冊退學人數,因休學逾期未復學退學人數
1,私立,輔仁大學,統計資訊學系,輔仁大學統計資訊學系,17,17財經學群,121,121統計學類,1002,輔仁大學,05421049,統計資訊學系,100205421049,輔仁大學統計資訊學系,454,13,100,01 新北市,1 一般,2.86%,23,23,2,0,1,0,63.77%,0.00%,13,1,1,13,13,1.897203326,11.7,12.4,12.23,0,0,128,0.640625,0.25,82,32,0,14,統計學類,CEI,0,1,0,0,1,1,CE,0,0,0,0,1,1,5,C,0.5,0.31,17,財經學群,0.012036588,0.028959524,0.012183693,1067,13,3,5,31,6,7,0.021276596,0.021276596,0.003868472,1034,22,8,4,0,10
1,私立,輔仁大學,統計資訊學系,輔仁大學統計資訊學系,17,17財經學群,121,121統計學類,1002,輔仁大學,05421049,統計資訊學系,100205421049,輔仁大學統計資訊學系,454,13,100,01 新北市,1 一般,2.86%,20,18,0,0,0,0,,0.00%,13,1,1,13,13,1.897203326,11.7,12.4,12.23,0,0,128,0.640625,0.25,82,32,0,14,統計學類,CEI,0,1,0,0,1,1,CE,0,0,0,0,1,1,5,C,0.5,0.31,17,財經學群,0.012036588,0.028959524,0.012183693,1067,13,3,5,31,6,7,0.021276596,0.021276596,0.003868472,1034,22,8,4,0,10
1,私立,輔仁大學,資訊工程學系,輔仁大學資訊工程學系,1,1資訊學群,1,1資訊工程學類,1002,輔仁大學,06131058,資訊工程學系,100206131058,輔仁大學資訊工程學系,583,15,132,01 新北市,1 一般,2.57%,130,152,128,134,23,16,-1.94%,2.82%,15,1,1,15,15,2.297272727,11.17,13.1,10,0,0,128,0.703125,0.25,90,32,0,6,資訊工程學類,RI,1,1,0,0,0,0,IC,0,1,0,0,0,1,4,I,0.59,0.32,1,資訊學群,0.03636678,0.098963603,0.042265427,1183,43,15,8,117,34,16,0.039690223,0.039690223,0.003872217,1033,41,18,4,2,17
1,私立,輔仁大學,資訊管理學系,輔仁大學資訊管理學系,16,16管理學群,105,105資訊管理學類,1002,輔仁大學,06131059,資訊管理學系,100206131059,輔仁大學資訊管理學系,582,16,155,01 新北市,1 一般,2.75%,155,169,123,116,2,17,7.96%,3.01%,16,0.9375,1,15,16,0.870143885,10,13.19,10.8,16,0,128,0.6328125,0.25,81,32,0,15,資訊管理學類,RC,1,0,0,0,0,1,IC,0,1,0,0,0,1,4,I,0.44,0.25,16,管理學群,0.019230769,0.04458042,0.013111888,1144,22,5,4,51,7,8,0.02484472,0.02484472,0.008281573,966,24,3,8,0,13
1,私立,輔仁大學,食品科學系,輔仁大學食品科學系,6,6生物資源學群,47,47食品生技學類,1002,輔仁大學,07211035,食品科學系,100207211035,輔仁大學食品科學系,300,10,82,01 新北市,1 一般,3.33%,75,82,72,63,0,8,5.12%,2.74%,10,1,1,10,10,2.028495102,10.1,11.68,10.23,0,0,128,0.609375,0.25,78,32,0,17,食品生技學類,RI,1,1,0,0,0,0,RI,1,1,0,0,0,0,6,R,0.5,0.5,6,生物資源學群,0.011703504,0.034007714,0.0237691,589,7,0,7,20,2,12,0.021390374,0.021390374,0.007130125,561,12,1,4,2,5
1,私立,輔仁大學,醫學系,輔仁大學醫學系,4,4醫藥衛生學群,20,20醫學學類,1002,輔仁大學,09121085,醫學系,100209121085,輔仁大學醫學系,344,26,43,01 新北市,1 一般,7.56%,52,49,50,48,99,0,2.58%,0.00%,26,1,1,26,26,1.717785844,7.33,10.6,10.02,0,0,271,0.642066421,0.118081181,174,32,54,0,醫學學類,IR,1,1,0,0,0,0,IS,0,1,0,1,0,0,4,I,0.73,0.47,4,醫藥衛生學群,0.005149184,0.012453541,0.010600707,566,3,1,2,7,1,5,0.006465517,0.006465517,0,464,3,0,0,0,3
1,私立,輔仁大學,醫學系,輔仁大學醫學系,4,4醫藥衛生學群,20,20醫學學類,1002,輔仁大學,09121085,醫學系,100209121085,輔仁大學醫學系,344,26,43,01 新北市,1 一般,7.56%,0,0,0,0,44,2,,4.55%,26,1,1,26,26,1.717785844,7.33,10.6,10.02,0,0,271,0.642066421,0.118081181,174,32,54,0,醫學學類,IR,1,1,0,0,0,0,IS,0,1,0,1,0,0,4,I,0.73,0.47,4,醫藥衛生學群,0.005149184,0.012453541,0.010600707,566,3,1,2,7,1,5,0.006465517,0.006465517,0,464,3,0,0,0,3
1,私立,輔仁大學,呼吸治療學系,輔仁大學呼吸治療學系,4,4醫藥衛生學群,30,30呼吸治療學類,1002,輔仁大學,09131018,呼吸治療學系,100209131018,輔仁大學呼吸治療學系,169,7,37,01 新北市,1 一般,4.14%,38,46,43,37,0,5,-0.19%,3.05%,7,0.857142857,1,6,7,0.461096375,0,9.43,11.67,9.95,0,128,0.546875,0.25,70,32,20,6,呼吸治療學類,SIA,0,1,1,1,0,0,SI,0,1,0,1,0,0,5,S,1,0.67,4,醫藥衛生學群,0.023952096,0.04491018,0.032934132,334,8,0,5,15,0,11,0.017964072,0.017964072,0.017964072,167,3,0,3,0,0
1,私立,輔仁大學,護理學系,輔仁大學護理學系,4,4醫藥衛生學群,25,25護理學類,1002,輔仁大學,09131088,護理學系,100209131088,輔仁大學護理學系,513,17,147,01 新北市,1 一般,3.31%,109,112,152,130,0,10,-8.00%,1.99%,17,0.823529412,1,14,17,0.883827831,9.83,10.32,11.03,11.9,0,128,0.453125,0.25,58,32,28,10,護理學類,SC,0,0,0,1,0,1,SI,0,1,0,1,0,0,4,S,0.71,0.57,4,醫藥衛生學群,0.030534351,0.083969466,0.03148855,1048,32,13,5,88,22,11,0.024255788,0.022050717,0.002205072,907,22,4,2,3,11
1,私立,輔仁大學,職能治療學系,輔仁大學職能治療學系,4,4醫藥衛生學群,24,24職能/語言治療學類,1002,輔仁大學,09152084,職能治療學系,100209152084,輔仁大學職能治療學系,241,7,60,01 新北市,1 一般,2.90%,51,60,66,56,0,8,-4.17%,3.43%,7,1,1,7,7,2.045412419,10.36,10.71,9.79,0,0,136,0.544117647,0.235294118,74,32,30,0,職能/語言治療學類,SIA,0,1,1,1,0,0,SI,0,1,0,1,0,0,5,S,1,1,4,醫藥衛生學群,0.01,0.028,0.014,500,5,2,1,14,3,4,0.014,0.014,0.006,500,7,0,3,1,3
1,私立,輔仁大學,公共衛生學系,輔仁大學公共衛生學系,4,4醫藥衛生學群,21,21公共衛生學類,1002,輔仁大學,09191004,公共衛生學系,100209191004,輔仁大學公共衛生學系,286,10,64,01 新北市,1 一般,3.50%,71,71,62,61,2,19,4.76%,7.12%,10,1,1,10,10,1.924581006,9.06,10.61,9.74,0,0,128,0.671875,0.25,86,32,4,6,公共衛生學類,ICR,1,1,0,0,0,1,SA,0,0,1,1,0,0,1,S,0.44,0.33,4,醫藥衛生學群,0.017605634,0.056338028,0.014084507,568,10,4,1,32,6,2,0.026373626,0.026373626,0.010989011,455,12,1,5,3,3
1,私立,輔仁大學,兒童與家庭學系,輔仁大學兒童與家庭學系,10,10社會與心理學群,70,70兒童與家庭學類,1002,輔仁大學,09221017,兒童與家庭學系,100209221017,輔仁大學兒童與家庭學系,395,9,101,01 新北市,1 一般,2.28%,100,97,87,89,11,11,3.67%,2.86%,9,1,1,9,9,1.828729282,11.5,10.67,11.67,0,0,128,0.5390625,0.25,69,32,6,21,兒童與家庭學類,SA SAC,0,0,1,1,0,1,SA,0,0,1,1,0,0,5,S,1,0.33,10,社會與心理學群,0.039702233,0.105459057,0.026054591,806,32,9,3,85,13,8,0.050387597,0.046511628,0,258,13,8,0,0,4
1,私立,輔仁大學,社會工作學系,輔仁大學社會工作學系,10,10社會與心理學群,68,68社會工作學類,1002,輔仁大學,09231024,社會工作學系,100209231024,輔仁大學社會工作學系,349,10,81,01 新北市,1 一般,2.87%,81,82,78,82,10,16,-0.49%,4.80%,10,1,1,10,10,1.896520147,8.25,11.46,9.92,0,0,128,0.578125,0.25,74,32,5,17,社會工作學類,SEC,0,0,0,1,1,1,SI,0,1,0,1,0,0,3,S,0.59,0.18,10,社會與心理學群,0.047006182,0.092733177,0.0384,625,27,14,0,56,24,0,0.016528926,0.01446281,0.002066116,484,8,4,1,1,1
1,私立,輔仁大學,餐旅管理學系,輔仁大學餐旅管理學系,16,16管理學群,113,113餐旅管理學類,1002,輔仁大學,10131075,餐旅管理學系,100210131075,輔仁大學餐旅管理學系,822,14,196,01 新北市,1 一般,1.70%,207,197,187,186,8,37,3.48%,4.71%,14,1,1,14,14,2.150611621,13.13,14,12.08,0,0,128,0.5546875,0.25,71,32,3,22,餐旅管理學類,ESA,0,0,1,1,1,0,EC,0,0,0,0,1,1,3,"E,S",0.28,0.28,16,管理學群,0.024953602,0.050281892,0.016568047,1690,42,9,9,85,13,15,0.021074099,0.01903467,0.002719239,1471,31,5,4,8,11
1,私立,輔仁大學,體育學系,輔仁大學體育學系,18,18遊憩與運動學群,122,122體育學類,1002,輔仁大學,10141089,體育學系,100210141089,輔仁大學體育學系,882,24,193,01 新北市,1 一般,2.72%,231,210,187,170,16,68,9.71%,8.35%,24,0.833333333,1,20,24,1.03559322,14.22,15.33,15,13.5,0,128,0.640625,0.25,82,32,0,14,體育學類,RS SRE,1,0,0,1,1,0,"SA,SR",1,0,1,1,0,0,4,S,0.7,0.3,18,遊憩與運動學群,0.032748538,0.073684211,0.019298246,1710,56,14,6,126,21,12,0.035308199,0.034709755,0.005385996,1671,59,21,9,13,15
1,私立,東吳大學,音樂學系,東吳大學音樂學系,9,9藝術學群,64,64音樂學類,1003,東吳大學,02151001,音樂學系,100302151001,東吳大學音樂學系,358,12,61,30 臺北市,1 一般,3.35%,85,83,79,86,8,17,-0.56%,4.99%,12,0.75,1,9,12,2.249333333,18.27,14.47,0,14,0,128,0.65625,0.21875,84,28,0,16,音樂學類,AS,0,0,1,1,0,0,AE,0,0,1,0,1,0,4,A,0.5,0.5,9,藝術學群,0.051288957,0.090675901,0.004385965,684,35,1,1,62,1,2,0.023569024,0.021885522,0,594,14,2,0,0,11
1,私立,東吳大學,歷史學系,東吳大學歷史學系,13,13文史哲學群,85,85歷史學類,1003,東吳大學,02221006,歷史學系,100302221006,東吳大學歷史學系,302,11,48,30 臺北市,1 一般,3.64%,70,61,63,69,0,39,0.02%,14.83%,11,1,1,11,11,1.916,9.67,8.49,9,0,0,128,0.65625,0.21875,84,28,0,16,歷史學類,SEA,0,0,1,1,1,0,SA,0,0,1,1,0,0,5,S,0.36,0.27,13,文史哲學群,0.05017301,0.077854671,0.012110727,578,29,0,3,45,0,7,0.03887689,0.034557235,0.002159827,463,18,4,1,3,8
1,私立,東吳大學,哲學系,東吳大學哲學系,13,13文史哲學群,86,86哲學學類,1003,東吳大學,02231007,哲學系,100302231007,東吳大學哲學系,287,12,51,30 臺北市,1 一般,4.18%,70,65,80,57,0,15,4.27%,5.51%,12,1,1,12,12,2.093,7.6,12.33,9,0,0,128,0.65625,0.21875,84,28,0,16,哲學學類,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,S,0.64,0.36,13,文史哲學群,0.063793103,0.09137931,0.00862069,580,37,1,3,53,1,4,0.04,0.04,0.007272727,550,22,7,4,3,8
1,私立,東吳大學,英文學系,東吳大學英文學系,12,12外語學群,79,79英語文學類,1003,東吳大學,02311004,英文學系,100302311004,東吳大學英文學系,1035,22,246,30 臺北市,1 一般,2.13%,226,231,243,233,31,71,-1.10%,7.37%,22,0.818181818,1,18,22,0.822692308,9.89,10.5,12,13,0,128,0.65625,0.21875,84,28,0,16,英語文學類,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,12,外語學群,0.031954887,0.057800752,0.006109023,2128,68,2,7,123,2,11,0.025118483,0.024170616,0.006161137,2110,53,14,13,4,20
1,私立,東吳大學,日本語文學系,東吳大學日本語文學系,12,12外語學群,81,81日語文學系,1003,東吳大學,02311005,日本語文學系,100302311005,東吳大學日本語文學系,1437,27,301,30 臺北市,1 一般,1.88%,316,321,319,305,105,71,1.14%,5.20%,27,0.777777778,1,21,27,0.880773786,10.8,10.51,11.33,13,0,128,0.65625,0.21875,84,28,0,16,日語文學類,AS,0,0,1,1,0,0,"AE,EC,CE",0,0,1,0,1,1,3,A,0.31,0.19,12,外語學群,0.038987688,0.075239398,0.005471956,2924,114,1,9,220,1,15,0.021448664,0.021097046,0.004219409,2844,61,10,12,9,29
1,私立,東吳大學,德國文化學系,東吳大學德國文化學系,12,12外語學群,80,80歐語文學類,1003,東吳大學,02311012,德國文化學系,100302311012,東吳大學德國文化學系,286,12,61,30 臺北市,1 一般,4.20%,73,63,64,66,0,20,3.00%,7.52%,12,0.833333333,1,10,12,0.934495759,8.8,10.03,10.67,9.55,0,128,0.65625,0.21875,84,28,0,16,歐語文學類,AS,0,0,1,1,0,0,CE,0,0,0,0,1,1,2,A,0.32,0.21,12,外語學群,0.045454545,0.092657343,0.015734266,572,26,3,2,53,3,6,0.022222222,0.018518519,0.005555556,540,12,2,3,0,5
1,私立,東吳大學,中國文學系,東吳大學中國文學系,13,13文史哲學群,84,84中國語文學類,1003,東吳大學,02322002,中國文學系,100302322002,東吳大學中國文學系,1029,18,198,30 臺北市,1 一般,1.75%,217,231,233,217,51,80,-0.15%,8.43%,18,1,1,18,18,1.806896552,9.53,10.43,10.6,0,0,128,0.65625,0.21875,84,28,0,16,中國語文學類,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,A,0.36,0.21,13,文史哲學群,0.051546392,0.075445173,0.007966261,2134,110,4,9,161,4,13,0.03527074,0.032290114,0.007451565,2013,71,20,15,11,19
1,私立,東吳大學,經濟學系,東吳大學經濟學系,17,17財經學群,120,120經濟學類,1003,東吳大學,03111008,經濟學系,100303111008,東吳大學經濟學系,809,22,184,30 臺北市,1 一般,2.72%,194,197,187,199,3,29,-0.96%,3.72%,22,1,1,22,22,2.359375,9.82,11.83,8.6,0,0,128,0.65625,0.21875,84,28,0,16,經濟學類,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,"E,I",0.36,0.36,17,財經學群,0.022586469,0.038185491,0.009392611,1597,36,1,8,61,1,14,0.021935484,0.020645161,0.00516129,1550,34,8,8,4,12
1,私立,東吳大學,政治學系,東吳大學政治學系,15,15法政學群,100,100政治學類,1003,東吳大學,03121009,政治學系,100303121009,東吳大學政治學系,528,22,105,30 臺北市,1 一般,4.17%,124,120,117,120,4,43,1.05%,8.87%,22,0.909090909,1,20,22,0.698494624,7.54,7.7,8.45,13.8,0,128,0.65625,0.21875,84,28,0,16,政治學類,ES,0,0,0,1,1,0,EA,0,0,1,0,1,0,4,E,0.33,0.22,15,法政學群,0.04587156,0.078899083,0.009174312,1090,50,1,5,86,1,9,0.035087719,0.032317636,0.007386888,1083,38,6,8,4,17
1,私立,東吳大學,心理學系,東吳大學心理學系,10,10社會與心理學群,66,66心理學類,1003,東吳大學,03131011,心理學系,100303131011,東吳大學心理學系,396,10,89,30 臺北市,1 一般,2.53%,88,104,98,91,0,15,-1.76%,3.94%,10,1,1,10,10,1.911428571,9.04,10.03,9.5,0,0,128,0.65625,0.21875,84,28,0,16,心理學類,SA,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,S,0.42,0.19,10,社會與心理學群,0.034974093,0.06865285,0.006476684,772,27,1,1,53,1,4,0.019323671,0.016908213,0.002415459,414,8,2,1,1,3
1,私立,東吳大學,社會學系,東吳大學社會學系,10,10社會與心理學群,67,67社會學學類,1003,東吳大學,03141010,社會學系,100303141010,東吳大學社會學系,541,14,117,30 臺北市,1 一般,2.59%,133,115,123,130,12,28,0.30%,5.46%,14,1,1,14,14,1.773333333,9.63,10.65,11,0,0,128,0.6328125,0.21875,81,28,0,19,社會學學類,EAS,0,0,1,1,1,0,SA,0,0,1,1,0,0,5,S,0.39,0.22,10,社會與心理學群,0.03502627,0.050788091,0.007880911,1142,40,1,6,58,1,8,0.021455224,0.020522388,0.005597015,1072,23,7,6,2,7
1,私立,東吳大學,會計學系,東吳大學會計學系,17,17財經學群,115,115會計學類,1003,東吳大學,04111015,會計學系,100304111015,東吳大學會計學系,1154,28,316,30 臺北市,1 一般,2.43%,291,305,258,256,3,41,3.79%,3.68%,28,0.75,1,21,28,1.085134539,11.65,11.95,9.5,12.17,0,137,0.693430657,0.204379562,95,28,0,14,會計學類,CE,0,0,0,0,1,1,CE,0,0,0,0,1,1,6,C,0.65,0.57,17,財經學群,0.014066496,0.029411765,0.007246377,2346,33,0,9,69,0,17,0.011792453,0.011320755,0.002358491,2120,25,2,5,1,16
1,私立,東吳大學,財務工程與精算數學系,東吳大學財務工程與精算數學系,17,17財經學群,121,121統計學類,1003,東吳大學,04121027,財務工程與精算數學系,100304121027,東吳大學財務工程與精算數學系,779,19,189,30 臺北市,1 一般,2.44%,196,193,181,175,3,31,3.69%,4.14%,19,0.947368421,1,18,19,0.834570957,9.23,10,10.24,13,0,128,0.65625,0.21875,84,28,0,16,統計學類,CEI,0,1,0,0,1,1,CE,0,0,0,0,1,1,5,C,0.5,0.31,17,財經學群,0.030051151,0.058184143,0.014705882,1564,47,0,11,91,0,23,0.023082145,0.021724372,0.004752206,1473,34,11,7,1,13
1,私立,東吳大學,企業管理學系,東吳大學企業管理學系,16,16管理學群,102,102企業管理學類,1003,東吳大學,04131016,企業管理學系,100304131016,東吳大學企業管理學系,1201,27,317,30 臺北市,1 一般,2.25%,310,311,280,256,14,30,6.07%,2.56%,27,1,1,27,27,1.756637168,8.25,10.6,10.3,0,0,128,0.65625,0.21875,84,28,0,16,企業管理學類,ECS,0,0,0,1,1,1,EC,0,0,0,0,1,1,5,E,0.71,0.54,16,管理學群,0.021703522,0.038493038,0.003685504,2442,53,0,6,94,0,9,0.015733457,0.015733457,0.003239241,2161,34,11,7,2,14
1,私立,東吳大學,國際經營與貿易學系,東吳大學國際經營與貿易學系,17,17財經學群,117,117國際企業學類,1003,東吳大學,04141019,國際經營與貿易學系,100304141019,東吳大學國際經營與貿易學系,672,14,200,30 臺北市,1 一般,2.08%,170,184,151,153,2,12,2.79%,1.82%,14,1,1,14,14,2,8.67,10.33,9,0,0,128,0.65625,0.21875,84,28,0,16,國際企業學類,EC,0,0,0,0,1,1,EC,0,0,0,0,1,1,6,E,0.62,0.49,17,財經學群,0.03115942,0.055797101,0.005797101,1380,43,0,4,77,0,8,0.028571429,0.026285714,0.005714286,875,25,1,5,1,16
1,私立,東吳大學,法律學系,東吳大學法律學系,15,15法政學群,98,98法律學類,1003,東吳大學,04211021,法律學系,100304211021,東吳大學法律學系,2235,46,420,30 臺北市,1 一般,2.06%,21,16,22,24,32,0,-7.59%,0.00%,46,0.97826087,1,45,46,0.953913043,9.5,11.44,10,12,0,167,0.796407186,0.167664671,133,28,0,6,法律學類,EA ECS,0,0,1,1,1,1,CE,0,0,0,0,1,1,4,"C,E",0.36,0.21,15,法政學群,0.056473214,0.111160714,0.000446429,4480,253,1,1,498,1,1,0.021646179,0.020844468,0.002405131,3742,81,25,9,9,35
1,私立,東吳大學,法律學系,東吳大學法律學系,15,15法政學群,98,98法律學類,1003,東吳大學,04211021,法律學系,100304211021,東吳大學法律學系,2235,46,420,30 臺北市,1 一般,2.06%,412,428,419,390,351,25,1.71%,1.25%,46,0.97826087,1,45,46,0.953913043,9.5,11.44,10,12,0,167,0.796407186,0.167664671,133,28,0,6,法律學類,EA ECS,0,0,1,1,1,1,CE,0,0,0,0,1,1,4,"C,E",0.36,0.21,15,法政學群,0.056473214,0.111160714,0.000446429,4480,253,1,1,498,1,1,0.021646179,0.020844468,0.002405131,3742,81,25,9,9,35
1,私立,東吳大學,法律學系,東吳大學法律學系,15,15法政學群,98,98法律學類,1003,東吳大學,04211021,法律學系,100304211021,東吳大學法律學系,2235,46,420,30 臺北市,1 一般,2.06%,25,21,22,27,0,0,-3.83%,0.00%,46,0.97826087,1,45,46,0.953913043,9.5,11.44,10,12,0,167,0.796407186,0.167664671,133,28,0,6,法律學類,EA ECS,0,0,1,1,1,1,CE,0,0,0,0,1,1,4,"C,E",0.36,0.21,15,法政學群,0.056473214,0.111160714,0.000446429,4480,253,1,1,498,1,1,0.021646179,0.020844468,0.002405131,3742,81,25,9,9,35
1,私立,東吳大學,微生物學系,東吳大學微生物學系,5,5生命科學學群,35,35生命科學學類,1003,東吳大學,05122022,微生物學系,100305122022,東吳大學微生物學系,252,12,44,30 臺北市,1 一般,4.76%,58,62,59,54,2,17,2.14%,7.23%,13,0.923076923,0.923076923,12,12,20.62,7.62,12,0,0,0,128,0.65625,0.21875,84,28,0,16,生命科學學類,IR,1,1,0,0,0,0,"RI,IR",1,1,0,0,0,0,6,"I,R",0.33,0.33,5,生命科學學群,0.058912548,0.092810853,0.023206751,474,28,0,6,44,0,11,0.033039648,0.033039648,0.015418502,454,15,4,7,0,4
1,私立,東吳大學,化學系,東吳大學化學系,3,3數理化學群,16,16化學學類,1003,東吳大學,05311023,化學系,100305311023,東吳大學化學系,215,10,47,30 臺北市,1 一般,4.65%,63,53,52,34,0,13,17.46%,6.44%,10,0.9,1,9,10,0.961410788,11.17,11,10.1,13,0,128,0.65625,0.21875,84,28,0,16,化學學類,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.44,0.44,3,數理化學群,0.034146341,0.058536585,0.036585366,410,14,2,7,24,2,13,0.058536585,0.058536585,0.029268293,410,24,9,12,1,2
1,私立,東吳大學,物理學系,東吳大學物理學系,3,3數理化學群,17,17物理學類,1003,東吳大學,05331024,物理學系,100305331024,東吳大學物理學系,210,8,41,30 臺北市,1 一般,3.81%,58,42,45,46,0,19,6.07%,9.95%,8,1,1,8,8,0.81825525,0,9.13,11.38,0,0,128,0.65625,0.21875,84,28,0,16,物理學類,IR,1,1,0,0,0,0,IR,1,1,0,0,0,0,6,I,0.77,0.69,3,數理化學群,0.037905851,0.040168294,0.007653061,392,15,1,2,16,1,2,0.047511312,0.045248869,0.00678733,442,21,13,3,1,3
1,私立,東吳大學,數學系,東吳大學數學系,3,3數理化學群,15,15數學學類,1003,東吳大學,05411025,數學系,100305411025,東吳大學數學系,236,8,51,30 臺北市,1 一般,3.39%,60,53,49,52,0,22,4.36%,10.28%,8,1,1,8,8,19.33,9,9.33,0,0,0,128,0.65625,0.21875,84,28,0,16,數學學類,CRI,1,1,0,0,0,1,CI,0,1,0,0,0,1,5,C,0.45,0.25,3,數理化學群,0.03187251,0.059760956,0.005976096,502,16,0,3,30,0,3,0.053648069,0.053648069,0.008583691,466,25,18,4,1,2
1,私立,東吳大學,資訊管理學系,東吳大學資訊管理學系,16,16管理學群,105,105資訊管理學類,1003,東吳大學,06131028,資訊管理學系,100306131028,東吳大學資訊管理學系,594,19,110,30 臺北市,1 一般,3.20%,166,142,125,124,10,27,9.08%,4.76%,19,0.894736842,1,17,19,2.759770115,11.4,11.61,0,7.7,0,131,0.664122137,0.213740458,87,28,0,16,資訊管理學類,RC,1,0,0,0,0,1,IC,0,1,0,0,0,1,4,I,0.44,0.25,16,管理學群,0.046032014,0.067964308,0.019451813,1131,52,4,11,77,4,18,0.032317636,0.030470914,0.006463527,1083,35,11,7,5,10
1,私立,東吳大學,社會工作學系,東吳大學社會工作學系,10,10社會與心理學群,68,68社會工作學類,1003,東吳大學,09231030,社會工作學系,100309231030,東吳大學社會工作學系,638,15,127,30 臺北市,1 一般,2.35%,156,154,154,141,0,33,3.24%,5.45%,15,1,1,15,15,1.959649123,10,11.34,10.4,0,0,128,0.6171875,0.21875,79,28,5,16,社會工作學類,SEC,0,0,0,1,1,1,SI,0,1,0,1,0,0,3,S,0.59,0.18,10,社會與心理學群,0.046251994,0.066188198,0.009569378,1254,58,1,5,83,1,11,0.016155089,0.01453958,0,1238,20,4,0,3,11
1,私立,中原大學,特殊教育學系,中原大學特殊教育學系,14,14教育學群,93,93特殊教育學類,1004,中原大學,01113002,特殊教育學系,100401113002,中原大學特殊教育學系,273,9,62,03 桃園市,1 一般,3.30%,70,71,64,62,0,6,3.85%,2.25%,9,1,1,9,9,1.639524245,8.1,8.82,9.93,0,0,128,0.609375,0.265625,78,34,0,16,特殊教育學類,SC,0,0,0,1,0,1,SA,0,0,1,1,0,0,4,S,0.86,0.43,14,教育學群,0.034351145,0.122137405,0.005725191,524,18,0,2,64,0,3,0.017902813,0.015345269,0.002557545,391,7,1,1,0,4
1,私立,中原大學,室內設計學系,中原大學室內設計學系,8,8建築與設計學群,62,62建築學類,1004,中原大學,02124009,室內設計學系,100402124009,中原大學室內設計學系,478,9,104,03 桃園市,1 一般,1.88%,147,127,93,82,4,25,17.40%,5.52%,9,1,1,9,9,1.415259173,10,13.3,16.17,0,0,128,0.640625,0.265625,82,34,0,12,建築學類,AR,1,0,1,0,0,0,"AE,SA,AI",0,1,1,1,1,0,2,A,0.5,0.25,8,建築與設計學群,0.031180401,0.084632517,0.012249443,898,28,0,6,76,0,11,0.029739777,0.027261462,0.012391574,807,24,3,10,0,9
1,私立,中原大學,應用外國語文學系,中原大學應用外國語文學系,12,12外語學群,79,79英語文學類,1004,中原大學,02311005,應用外國語文學系,100402311005,中原大學應用外國語文學系,445,20,84,03 桃園市,1 一般,4.49%,103,106,98,111,0,27,-2.88%,6.46%,20,0.95,1,19,20,0.351306512,0,7.47,11.11,12,0,128,0.640625,0.265625,82,34,0,12,英語文學類,AS,0,0,1,1,0,0,"SA,CE",0,0,1,1,1,1,4,A,0.27,0.15,12,外語學群,0.032511211,0.089686099,0.015695067,892,29,0,8,80,0,14,0.021300448,0.020179372,0.001121076,892,19,3,1,1,13
1,私立,中原大學,應用華語文學系,中原大學應用華語文學系,13,13文史哲學群,89,89華語文教育學類,1004,中原大學,02323004,應用華語文學系,100402323004,中原大學應用華語文學系,558,9,122,03 桃園市,1 一般,1.61%,129,127,136,125,0,41,0.85%,7.93%,9,1,1,9,9,1.294117647,6.2,8.2,10.9,0,0,128,0.6015625,0.265625,77,34,0,17,華語文教育學類,AS,0,0,1,1,0,0,SA,0,0,1,1,0,0,6,S,0.86,0.86,13,文史哲學群,0.029162419,0.053876439,0.00530504,1131,33,0,5,61,0,6,0.011483254,0.007655502,0.001913876,1045,12,0,2,0,6
